INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0601', 'Hoang Tuan', 'M', TO_DATE('1969-11-10','YYYY-MM-DD'), '0385331868', 'Phuong 10, Quan 7, Hai Phong', TO_DATE('2020-06-14','YYYY-MM-DD'), 24832671.12, 'Director', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0873', 'Le Binh', 'F', TO_DATE('1966-04-16','YYYY-MM-DD'), '0353698276', 'Phuong 6, Quan 10, Da Nang', TO_DATE('2010-05-10','YYYY-MM-DD'), 5828679.74, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0874', 'Pham Giang', 'M', TO_DATE('1974-10-04','YYYY-MM-DD'), '0372157647', 'Phuong 11, Quan 11, Can Tho', TO_DATE('2015-05-31','YYYY-MM-DD'), 28613604.92, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0875', 'Pham Phuc', 'M', TO_DATE('2003-12-03','YYYY-MM-DD'), '0367936802', 'Phuong 16, Quan 10, Ho Chi Minh', TO_DATE('2022-01-04','YYYY-MM-DD'), 7405983.77, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0876', 'Vu Ha', 'M', TO_DATE('1980-06-20','YYYY-MM-DD'), '0369969093', 'Phuong 1, Quan 8, Ho Chi Minh', TO_DATE('2019-12-21','YYYY-MM-DD'), 11266980.26, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0877', 'Phan Trang', 'F', TO_DATE('1993-11-29','YYYY-MM-DD'), '0903334933', 'Phuong 4, Quan 7, Da Lat', TO_DATE('2021-03-02','YYYY-MM-DD'), 27680870.51, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0878', 'Dang Huy', 'F', TO_DATE('2003-11-17','YYYY-MM-DD'), '0356357033', 'Phuong 8, Quan 12, Can Tho', TO_DATE('2011-11-10','YYYY-MM-DD'), 11242641.37, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0879', 'Le Vy', 'F', TO_DATE('1985-07-11','YYYY-MM-DD'), '0371225156', 'Phuong 13, Quan 3, Can Tho', TO_DATE('2017-03-13','YYYY-MM-DD'), 27155968.70, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0880', 'Huynh Dung', 'M', TO_DATE('1986-08-16','YYYY-MM-DD'), '0911361995', 'Phuong 19, Quan 11, Da Lat', TO_DATE('2022-06-14','YYYY-MM-DD'), 11806223.93, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0881', 'Pham Thao', 'M', TO_DATE('1985-03-28','YYYY-MM-DD'), '0905198187', 'Phuong 2, Quan 1, Nha Trang', TO_DATE('2023-01-26','YYYY-MM-DD'), 17613694.99, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0882', 'Pham Phuc', 'F', TO_DATE('1982-11-15','YYYY-MM-DD'), '0365696211', 'Phuong 17, Quan 5, Hai Phong', TO_DATE('2018-10-24','YYYY-MM-DD'), 9506359.17, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0883', 'Hoang Khanh', 'M', TO_DATE('2003-02-24','YYYY-MM-DD'), '0337557312', 'Phuong 2, Quan 12, Ha Noi', TO_DATE('2015-01-26','YYYY-MM-DD'), 11903068.19, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0884', 'Pham Linh', 'F', TO_DATE('1966-12-31','YYYY-MM-DD'), '0393901872', 'Phuong 18, Quan 2, Nha Trang', TO_DATE('2023-07-02','YYYY-MM-DD'), 24353025.16, 'Sales Associate', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0885', 'Dang Phuc', 'M', TO_DATE('1991-01-04','YYYY-MM-DD'), '0367113866', 'Phuong 5, Quan 12, Ha Noi', TO_DATE('2019-11-12','YYYY-MM-DD'), 12578757.15, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0886', 'Nguyen Khanh', 'M', TO_DATE('2000-07-30','YYYY-MM-DD'), '0356840187', 'Phuong 15, Quan 6, Da Lat', TO_DATE('2017-10-28','YYYY-MM-DD'), 12778096.87, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0887', 'Phan Ha', 'M', TO_DATE('2001-08-12','YYYY-MM-DD'), '0325742471', 'Phuong 15, Quan 5, Da Lat', TO_DATE('2025-02-03','YYYY-MM-DD'), 16354944.55, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0888', 'Tran Tuan', 'M', TO_DATE('1969-11-11','YYYY-MM-DD'), '0320668734', 'Phuong 5, Quan 7, Ha Noi', TO_DATE('2016-03-04','YYYY-MM-DD'), 7941996.20, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0889', 'Tran Linh', 'F', TO_DATE('2002-03-24','YYYY-MM-DD'), '0370226144', 'Phuong 14, Quan 11, Da Nang', TO_DATE('2021-05-24','YYYY-MM-DD'), 20443022.98, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0890', 'Vo Phuc', 'M', TO_DATE('1975-07-03','YYYY-MM-DD'), '0353660555', 'Phuong 14, Quan 1, Nha Trang', TO_DATE('2024-03-23','YYYY-MM-DD'), 11287775.21, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0891', 'Vo Linh', 'F', TO_DATE('1997-01-30','YYYY-MM-DD'), '0384328757', 'Phuong 8, Quan 7, Ho Chi Minh', TO_DATE('2021-11-20','YYYY-MM-DD'), 11413454.97, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0892', 'Huynh Hai', 'M', TO_DATE('2003-06-16','YYYY-MM-DD'), '0903618650', 'Phuong 3, Quan 1, Can Tho', TO_DATE('2011-04-21','YYYY-MM-DD'), 29956684.49, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0893', 'Nguyen Minh', 'F', TO_DATE('2001-07-16','YYYY-MM-DD'), '0337694516', 'Phuong 19, Quan 6, Hai Phong', TO_DATE('2016-12-15','YYYY-MM-DD'), 21190331.32, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0894', 'Vu Binh', 'F', TO_DATE('1978-03-19','YYYY-MM-DD'), '0346973476', 'Phuong 13, Quan 1, Nha Trang', TO_DATE('2015-09-29','YYYY-MM-DD'), 6987773.23, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0895', 'Huynh Nga', 'F', TO_DATE('2001-05-14','YYYY-MM-DD'), '0380814471', 'Phuong 14, Quan 10, Nha Trang', TO_DATE('2015-07-21','YYYY-MM-DD'), 24007742.33, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0896', 'Phan Trang', 'M', TO_DATE('1983-07-09','YYYY-MM-DD'), '0367433972', 'Phuong 12, Quan 12, Ha Noi', TO_DATE('2016-09-26','YYYY-MM-DD'), 24032157.88, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0897', 'Vu Vy', 'F', TO_DATE('1999-08-16','YYYY-MM-DD'), '0322449655', 'Phuong 13, Quan 10, Hai Phong', TO_DATE('2012-09-06','YYYY-MM-DD'), 6778381.32, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0898', 'Tran Linh', 'M', TO_DATE('1980-07-03','YYYY-MM-DD'), '0903257358', 'Phuong 2, Quan 6, Nha Trang', TO_DATE('2020-01-13','YYYY-MM-DD'), 23623329.04, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0899', 'Huynh Ha', 'F', TO_DATE('1982-04-26','YYYY-MM-DD'), '0905430113', 'Phuong 18, Quan 11, Da Lat', TO_DATE('2015-07-03','YYYY-MM-DD'), 28978817.67, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0900', 'Tran Giang', 'F', TO_DATE('1999-04-26','YYYY-MM-DD'), '0349754146', 'Phuong 11, Quan 11, Hai Phong', TO_DATE('2024-09-29','YYYY-MM-DD'), 19080960.05, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0901', 'Phan Dung', 'F', TO_DATE('1996-09-17','YYYY-MM-DD'), '0324937471', 'Phuong 14, Quan 8, Da Nang', TO_DATE('2019-09-05','YYYY-MM-DD'), 10778566.65, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0902', 'Pham Ha', 'M', TO_DATE('1996-09-15','YYYY-MM-DD'), '0396666711', 'Phuong 18, Quan 5, Hai Phong', TO_DATE('2014-11-26','YYYY-MM-DD'), 28288938.94, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0903', 'Hoang Anh', 'M', TO_DATE('1993-03-10','YYYY-MM-DD'), '0385309452', 'Phuong 12, Quan 11, Nha Trang', TO_DATE('2012-05-29','YYYY-MM-DD'), 13446226.15, 'Accountant', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0904', 'Nguyen Phuc', 'M', TO_DATE('1965-08-28','YYYY-MM-DD'), '0386253064', 'Phuong 7, Quan 5, Hai Phong', TO_DATE('2011-05-17','YYYY-MM-DD'), 27985433.42, 'Cashier', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0905', 'Tran Chau', 'F', TO_DATE('1982-05-11','YYYY-MM-DD'), '0373293006', 'Phuong 20, Quan 12, Can Tho', TO_DATE('2018-10-26','YYYY-MM-DD'), 9064635.41, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0906', 'Huynh Anh', 'F', TO_DATE('1968-02-24','YYYY-MM-DD'), '0900555629', 'Phuong 1, Quan 2, Da Nang', TO_DATE('2015-02-12','YYYY-MM-DD'), 27170701.70, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0907', 'Pham Ha', 'F', TO_DATE('1968-10-15','YYYY-MM-DD'), '0363048572', 'Phuong 13, Quan 2, Hai Phong', TO_DATE('2018-06-19','YYYY-MM-DD'), 20334518.40, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0908', 'Tran Thao', 'F', TO_DATE('1993-07-30','YYYY-MM-DD'), '0333526726', 'Phuong 10, Quan 7, Ha Noi', TO_DATE('2014-06-23','YYYY-MM-DD'), 28178625.65, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0909', 'Le Ha', 'F', TO_DATE('1996-01-13','YYYY-MM-DD'), '0396327508', 'Phuong 7, Quan 11, Da Lat', TO_DATE('2011-11-22','YYYY-MM-DD'), 21653601.53, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0910', 'Tran Phuc', 'M', TO_DATE('1970-07-01','YYYY-MM-DD'), '0320985004', 'Phuong 20, Quan 7, Da Lat', TO_DATE('2015-11-05','YYYY-MM-DD'), 8245822.66, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0911', 'Phan Phuc', 'F', TO_DATE('1996-04-28','YYYY-MM-DD'), '0385720435', 'Phuong 17, Quan 1, Can Tho', TO_DATE('2020-04-26','YYYY-MM-DD'), 10749932.80, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0912', 'Pham Tu', 'F', TO_DATE('1975-05-01','YYYY-MM-DD'), '0329039538', 'Phuong 14, Quan 9, Can Tho', TO_DATE('2010-08-30','YYYY-MM-DD'), 8481802.95, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0913', 'Phan Nga', 'F', TO_DATE('1972-07-12','YYYY-MM-DD'), '0346736453', 'Phuong 20, Quan 3, Da Lat', TO_DATE('2022-08-27','YYYY-MM-DD'), 26553709.97, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0914', 'Nguyen Vy', 'F', TO_DATE('1970-10-27','YYYY-MM-DD'), '0342423434', 'Phuong 18, Quan 7, Can Tho', TO_DATE('2022-11-20','YYYY-MM-DD'), 14593180.19, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0915', 'Pham Quynh', 'F', TO_DATE('1976-08-15','YYYY-MM-DD'), '0360291986', 'Phuong 6, Quan 6, Nha Trang', TO_DATE('2020-08-01','YYYY-MM-DD'), 16608608.45, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0916', 'Vu Thao', 'F', TO_DATE('1991-10-28','YYYY-MM-DD'), '0327064769', 'Phuong 12, Quan 12, Da Nang', TO_DATE('2012-12-14','YYYY-MM-DD'), 8362077.81, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0917', 'Vu Khanh', 'F', TO_DATE('1967-10-23','YYYY-MM-DD'), '0397130519', 'Phuong 9, Quan 4, Ha Noi', TO_DATE('2021-06-15','YYYY-MM-DD'), 21966884.83, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0918', 'Huynh Giang', 'M', TO_DATE('1984-06-27','YYYY-MM-DD'), '0327405567', 'Phuong 19, Quan 2, Nha Trang', TO_DATE('2021-07-24','YYYY-MM-DD'), 6920002.69, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0919', 'Le Anh', 'M', TO_DATE('1990-10-20','YYYY-MM-DD'), '0350761652', 'Phuong 9, Quan 7, Nha Trang', TO_DATE('2019-07-19','YYYY-MM-DD'), 5298279.47, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0920', 'Pham Ha', 'F', TO_DATE('1997-05-05','YYYY-MM-DD'), '0333100198', 'Phuong 13, Quan 4, Nha Trang', TO_DATE('2020-10-17','YYYY-MM-DD'), 26815100.54, 'Accountant', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0921', 'Le Tu', 'M', TO_DATE('1985-12-29','YYYY-MM-DD'), '0370910164', 'Phuong 1, Quan 2, Ha Noi', TO_DATE('2015-07-20','YYYY-MM-DD'), 28960145.99, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0922', 'Huynh Ha', 'M', TO_DATE('1974-05-25','YYYY-MM-DD'), '0900552643', 'Phuong 11, Quan 4, Ha Noi', TO_DATE('2012-09-02','YYYY-MM-DD'), 27258669.97, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0923', 'Hoang Khanh', 'F', TO_DATE('1987-10-15','YYYY-MM-DD'), '0360704291', 'Phuong 20, Quan 7, Ho Chi Minh', TO_DATE('2013-01-21','YYYY-MM-DD'), 11597993.25, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0924', 'Nguyen Vy', 'F', TO_DATE('2002-02-11','YYYY-MM-DD'), '0349132315', 'Phuong 18, Quan 6, Da Lat', TO_DATE('2011-07-02','YYYY-MM-DD'), 15646653.40, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0925', 'Phan Binh', 'F', TO_DATE('1983-05-23','YYYY-MM-DD'), '0918071816', 'Phuong 14, Quan 12, Da Nang', TO_DATE('2016-01-07','YYYY-MM-DD'), 18476813.93, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0926', 'Vo Ngoc', 'M', TO_DATE('2002-05-23','YYYY-MM-DD'), '0337382270', 'Phuong 20, Quan 8, Hai Phong', TO_DATE('2011-07-12','YYYY-MM-DD'), 19164402.49, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0927', 'Dang Linh', 'F', TO_DATE('1974-05-04','YYYY-MM-DD'), '0382373587', 'Phuong 6, Quan 11, Da Lat', TO_DATE('2017-12-19','YYYY-MM-DD'), 16773374.66, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0928', 'Huynh Dung', 'M', TO_DATE('1970-12-02','YYYY-MM-DD'), '0393569968', 'Phuong 7, Quan 2, Can Tho', TO_DATE('2016-08-12','YYYY-MM-DD'), 19790930.56, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0929', 'Phan Tuan', 'M', TO_DATE('1980-07-05','YYYY-MM-DD'), '0351506997', 'Phuong 14, Quan 6, Hai Phong', TO_DATE('2019-07-10','YYYY-MM-DD'), 7359552.65, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0930', 'Huynh Khanh', 'F', TO_DATE('1993-01-24','YYYY-MM-DD'), '0320995205', 'Phuong 16, Quan 2, Da Lat', TO_DATE('2022-03-03','YYYY-MM-DD'), 28681001.74, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0931', 'Pham Minh', 'F', TO_DATE('1989-07-01','YYYY-MM-DD'), '0370921377', 'Phuong 11, Quan 12, Da Lat', TO_DATE('2018-11-11','YYYY-MM-DD'), 25236893.23, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0932', 'Tran Khanh', 'F', TO_DATE('1965-10-08','YYYY-MM-DD'), '0329746209', 'Phuong 17, Quan 7, Ha Noi', TO_DATE('2013-04-02','YYYY-MM-DD'), 19631936.89, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0933', 'Le Trang', 'M', TO_DATE('1975-11-21','YYYY-MM-DD'), '0915613790', 'Phuong 11, Quan 5, Nha Trang', TO_DATE('2016-09-11','YYYY-MM-DD'), 19003412.70, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0934', 'Phan Dung', 'F', TO_DATE('1972-06-30','YYYY-MM-DD'), '0327115222', 'Phuong 15, Quan 4, Can Tho', TO_DATE('2022-02-24','YYYY-MM-DD'), 29990095.32, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0935', 'Phan Tu', 'F', TO_DATE('1996-09-04','YYYY-MM-DD'), '0397387311', 'Phuong 8, Quan 7, Da Lat', TO_DATE('2022-08-10','YYYY-MM-DD'), 19582181.14, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0936', 'Dang Binh', 'M', TO_DATE('1981-10-27','YYYY-MM-DD'), '0357590333', 'Phuong 9, Quan 5, Nha Trang', TO_DATE('2023-07-20','YYYY-MM-DD'), 25546591.17, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0937', 'Phan Anh', 'M', TO_DATE('1969-10-20','YYYY-MM-DD'), '0323803279', 'Phuong 1, Quan 9, Da Nang', TO_DATE('2017-01-09','YYYY-MM-DD'), 20262759.76, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0938', 'Huynh Binh', 'M', TO_DATE('2003-02-06','YYYY-MM-DD'), '0390190625', 'Phuong 11, Quan 9, Ho Chi Minh', TO_DATE('2010-08-16','YYYY-MM-DD'), 5592671.32, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0939', 'Phan Tuan', 'M', TO_DATE('1991-03-05','YYYY-MM-DD'), '0903183070', 'Phuong 16, Quan 3, Can Tho', TO_DATE('2012-04-04','YYYY-MM-DD'), 10710686.52, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0940', 'Phan Tu', 'M', TO_DATE('1994-06-02','YYYY-MM-DD'), '0330096655', 'Phuong 19, Quan 2, Da Lat', TO_DATE('2012-10-14','YYYY-MM-DD'), 10675533.76, 'Staff', 'store3');
